BucketIdx,BucketStart,BucketEnd,BinIdx,BinStart,BinEnd,BinValue
0,5,39,0,4.137388929957524,9.432954630930908,80
0,5,39,1,9.432954630930908,14.728520331904292,172
0,5,39,2,14.728520331904292,20.024086032877676,204
0,5,39,3,20.024086032877676,25.31965173385106,160
0,5,39,4,25.31965173385106,30.615217434824444,58
0,5,39,5,30.615217434824444,35.91078313579783,14
0,5,39,6,35.91078313579783,41.20634883677121,16
0,5,39,7,41.20634883677121,46.5019145377446,9
0,5,39,8,46.5019145377446,51.79748023871798,4
0,5,39,9,51.79748023871798,57.093045939691365,1
1,39,40,0,19.957512059481807,23.56759043352212,5
1,39,40,1,23.56759043352212,27.177668807562437,8
1,39,40,2,27.177668807562437,30.78774718160275,5
1,39,40,3,30.78774718160275,34.39782555564307,1
1,39,40,4,34.39782555564307,38.00790392968338,2
1,39,40,5,38.00790392968338,41.61798230372369,1
1,39,40,6,41.61798230372369,45.228060677764006,0
1,39,40,7,45.228060677764006,48.83813905180432,0
1,39,40,8,48.83813905180432,52.44821742584464,0
1,39,40,9,52.44821742584464,56.05829579988495,1
2,40,41,0,20.070091299712654,23.607518240809437,3
2,40,41,1,23.607518240809437,27.14494518190622,4
2,40,41,2,27.14494518190622,30.682372123003002,5
2,40,41,3,30.682372123003002,34.21979906409979,1
2,40,41,4,34.21979906409979,37.75722600519657,0
2,40,41,5,37.75722600519657,41.294652946293354,1
2,40,41,6,41.294652946293354,44.83207988739014,2
2,40,41,7,44.83207988739014,48.36950682848692,0
2,40,41,8,48.36950682848692,51.9069337695837,0
2,40,41,9,51.9069337695837,55.444360710680485,1
3,41,42,0,21.31252340972424,24.604657824733298,7
3,41,42,1,24.604657824733298,27.896792239742357,6
3,41,42,2,27.896792239742357,31.188926654751416,3
3,41,42,3,31.188926654751416,34.48106106976047,1
3,41,42,4,34.48106106976047,37.77319548476953,0
3,41,42,5,37.77319548476953,41.06532989977859,0
3,41,42,6,41.06532989977859,44.35746431478765,0
3,41,42,7,44.35746431478765,47.64959872979671,1
3,41,42,8,47.64959872979671,50.94173314480577,0
3,41,42,9,50.94173314480577,54.233867559814826,1
4,42,45,0,20.61788733000867,24.749816248076968,9
4,42,45,1,24.749816248076968,28.881745166145265,18
4,42,45,2,28.881745166145265,33.01367408421356,17
4,42,45,3,33.01367408421356,37.14560300228186,4
4,42,45,4,37.14560300228186,41.27753192035016,2
4,42,45,5,41.27753192035016,45.409460838418454,1
4,42,45,6,45.409460838418454,49.54138975648675,1
4,42,45,7,49.54138975648675,53.67331867455505,1
4,42,45,8,53.67331867455505,57.805247592623346,1
4,42,45,9,57.805247592623346,61.93717651069164,1
5,45,47,0,22.270713910693303,26.197419642587192,7
5,45,47,1,26.197419642587192,30.124125374481082,10
5,45,47,2,30.124125374481082,34.05083110637497,7
5,45,47,3,34.05083110637497,37.97753683826886,3
5,45,47,4,37.97753683826886,41.90424257016275,1
5,45,47,5,41.90424257016275,45.83094830205664,2
5,45,47,6,45.83094830205664,49.75765403395053,1
5,45,47,7,49.75765403395053,53.68435976584442,2
5,45,47,8,53.68435976584442,57.61106549773831,0
5,45,47,9,57.61106549773831,61.5377712296322,1
6,47,48,0,24.221012230264023,28.233361281338148,6
6,47,48,1,28.233361281338148,32.24571033241227,6
6,47,48,2,32.24571033241227,36.2580593834864,3
6,47,48,3,36.2580593834864,40.27040843456052,2
6,47,48,4,40.27040843456052,44.28275748563465,0
6,47,48,5,44.28275748563465,48.29510653670877,0
6,47,48,6,48.29510653670877,52.3074555877829,0
6,47,48,7,52.3074555877829,56.31980463885702,1
6,47,48,8,56.31980463885702,60.33215368993115,0
6,47,48,9,60.33215368993115,64.34450274100527,2
7,48,49,0,26.670730189653117,30.620780407683927,6
7,48,49,1,30.620780407683927,34.570830625714734,8
7,48,49,2,34.570830625714734,38.520880843745545,0
7,48,49,3,38.520880843745545,42.470931061776355,0
7,48,49,4,42.470931061776355,46.420981279807165,0
7,48,49,5,46.420981279807165,50.371031497837976,2
7,48,49,6,50.371031497837976,54.321081715868786,2
7,48,49,7,54.321081715868786,58.271131933899596,0
7,48,49,8,58.271131933899596,62.22118215193041,0
7,48,49,9,62.22118215193041,66.17123236996122,2
8,49,52,0,25.12855038046837,28.73713004239835,5
8,49,52,1,28.73713004239835,32.34570970432833,9
8,49,52,2,32.34570970432833,35.95428936625831,9
8,49,52,3,35.95428936625831,39.56286902818829,8
8,49,52,4,39.56286902818829,43.17144869011827,1
8,49,52,5,43.17144869011827,46.78002835204825,0
8,49,52,6,46.78002835204825,50.38860801397823,0
8,49,52,7,50.38860801397823,53.99718767590821,0
8,49,52,8,53.99718767590821,57.60576733783819,0
8,49,52,9,57.60576733783819,61.21434699976817,2
9,52,53,0,29.87964468076825,31.633612753706984,1
9,52,53,1,31.633612753706984,33.38758082664572,1
9,52,53,2,33.38758082664572,35.14154889958445,2
9,52,53,3,35.14154889958445,36.89551697252318,0
9,52,53,4,36.89551697252318,38.649485045461915,1
9,52,53,5,38.649485045461915,40.40345311840065,0
9,52,53,6,40.40345311840065,42.15742119133938,1
9,52,53,7,42.15742119133938,43.911389264278114,0
9,52,53,8,43.911389264278114,45.66535733721685,1
9,52,53,9,45.66535733721685,47.41932541015558,2
10,53,54,0,31.785909379832447,32.30966829380486,1
10,53,54,1,32.30966829380486,32.83342720777728,1
10,53,54,2,32.83342720777728,33.35718612174969,1
10,53,54,3,33.35718612174969,33.88094503572211,1
10,53,54,4,33.88094503572211,34.40470394969452,1
10,53,54,5,34.40470394969452,34.928462863666944,1
10,53,54,6,34.928462863666944,35.45222177763936,0
10,53,54,7,35.45222177763936,35.975980691611774,1
10,53,54,8,35.975980691611774,36.49973960558419,0
10,53,54,9,36.49973960558419,37.023498519556604,1
11,54,55,0,28.33549651899375,32.512550672050565,1
11,54,55,1,32.512550672050565,36.68960482510738,3
11,54,55,2,36.68960482510738,40.866658978164196,0
11,54,55,3,40.866658978164196,45.04371313122101,0
11,54,55,4,45.04371313122101,49.22076728427783,0
11,54,55,5,49.22076728427783,53.39782143733464,0
11,54,55,6,53.39782143733464,57.57487559039146,0
11,54,55,7,57.57487559039146,61.75192974344827,0
11,54,55,8,61.75192974344827,65.92898389650509,1
11,54,55,9,65.92898389650509,70.1060380495619,1
12,55,56,0,29.923473299713805,32.97353194374591,2
12,55,56,1,32.97353194374591,36.02359058777802,5
12,55,56,2,36.02359058777802,39.07364923181012,0
12,55,56,3,39.07364923181012,42.12370787584223,2
12,55,56,4,42.12370787584223,45.173766519874334,0
12,55,56,5,45.173766519874334,48.22382516390644,0
12,55,56,6,48.22382516390644,51.273883807938546,0
12,55,56,7,51.273883807938546,54.32394245197065,0
12,55,56,8,54.32394245197065,57.37400109600276,0
12,55,56,9,57.37400109600276,60.42405974003486,1
13,56,57,0,34.62578812032007,39.28143096633721,2
13,56,57,1,39.28143096633721,43.937073812354356,3
13,56,57,2,43.937073812354356,48.5927166583715,0
13,56,57,3,48.5927166583715,53.248359504388645,0
13,56,57,4,53.248359504388645,57.90400235040579,0
13,56,57,5,57.90400235040579,62.559645196422935,0
13,56,57,6,62.559645196422935,67.21528804244008,0
13,56,57,7,67.21528804244008,71.87093088845722,0
13,56,57,8,71.87093088845722,76.52657373447437,0
13,56,57,9,76.52657373447437,81.18221658049151,1
14,57,60,0,28.852265420136973,33.42945789312944,2
14,57,60,1,33.42945789312944,38.0066503661219,11
14,57,60,2,38.0066503661219,42.58384283911437,6
14,57,60,3,42.58384283911437,47.16103531210683,0
14,57,60,4,47.16103531210683,51.7382277850993,0
14,57,60,5,51.7382277850993,56.31542025809176,0
14,57,60,6,56.31542025809176,60.89261273108423,0
14,57,60,7,60.89261273108423,65.46980520407669,0
14,57,60,8,65.46980520407669,70.04699767706916,0
14,57,60,9,70.04699767706916,74.62419015006162,1
15,60,66,0,33.928180559305474,37.94957648136187,4
15,60,66,1,37.94957648136187,41.97097240341827,3
15,60,66,2,41.97097240341827,45.99236832547467,4
15,60,66,3,45.99236832547467,50.01376424753107,3
15,60,66,4,50.01376424753107,54.03516016958747,0
15,60,66,5,54.03516016958747,58.05655609164387,1
15,60,66,6,58.05655609164387,62.07795201370027,0
15,60,66,7,62.07795201370027,66.09934793575667,0
15,60,66,8,66.09934793575667,70.12074385781307,1
15,60,66,9,70.12074385781307,74.14213977986947,1
16,66,67,0,41.01488502928987,43.52072333241813,1
